Review_ID,Game_Name,Ratings,Users,Game_Category,Game_Genre,Date_of_Remarks,Remarks
1027,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"January 5, 2022","I like this game but almost everytime I try ti test out new animal limbs to race, my game keeps crashing"
1028,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 23, 2021","This game is so boring. When sticking the syringe into a particular body part, then it should make that body part of the animal. For example...you have the head of a giraffe and I wanted legs, but when stuck in the legs, only a giraffe's head grows."
1029,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"January 3, 2022","Piece of Krap,it said to tap on the ingredients I want to use and I tapped several times and it did nothing don't download"
1030,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 18, 2021",I dont know why everyone is giving it a bad rating I think its priddy nice.Yeah it has a glitch here and then but I think it's really fun.But another thing is if you like challenging games this is not the game for you.It is kinda easy but you could loose.
1031,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 21, 2021",I love it but 1 to many ads 2 when your in a race I didn't know you could move ! So if your in a race and you don't get it right move :)
1032,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 23, 2021","If you don't like paying money, this is the game for you! Sure it plays an ad when you open the game, when you start a race, when you finish a race, and then immediately before you go back to the main screen after your race, but hey at least they aren't forcing you to pay to get rid of those ads!"
1033,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 17, 2021",very poorly made. This game doesn't make any sense. I would rate it 0 stars but it won't allow that. Don't even bother downloading it because you will just uninstall the game.
1034,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 2, 2021","Far too many ads. An ad before each level, an ad after each level, an ad in-between levels. Also, repetitive game play offers little in the way of continuing interest."
1035,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 22, 2021",The game is good but there are so many animals to mix like tigers birds crabs butterfly's but maybe inject one dna animal sample in one part of the body? It can be more cool if you want a cheetah leg on the left or a gorilla arm on the right that can be cool but I'll give it four stars.
1036,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 1, 2021","Worst game I've played in quite some time. it's barely functional, and has so many ads it's basically unplayable. it forced me to this review screen after 1 level and 5 ads."
1037,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 11, 2021",I liked the game but the ads get In the way many time and I wish we can combine the syringe but no they get rid of it and add a different one one star for this
1038,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 13, 2021",It's good but I don't like the fact u gotta watch a ad to use 1more animal it would be better if when you finish a level u get a coin or something and u use that to get the ability to use more than 2 animals
1039,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 8, 2021",Great game but i want it to be so you can choose from a human or a crash test dummy (with shorts and short sleve shirt)
1040,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 27, 2021",It's ok but it only changes the arms legs and head. It also takes so long into load just for you to get constant ads. Otherwise it's pretty good
1041,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 17, 2021","I'd thought you'd be able to choose which part of the body you'd like to change i.e. inject legs with giraffe to make long legs, except no matter where you put the injection, it does the same thing to the same part of the body i.e. inject the legs with giraffe you get a giraffe neck."
1042,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 20, 2021",I tried to play this game but it was very glitchy It didn't let me do anything I tried to tourn off my phone but it took forever aka like 30 soconds I tried multiple times but it did not work. Please try to fix that please.
1043,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 18, 2021","Ads pop up after every round, and if you want to use more than 2 animals... which you need to, to win... don't waste your time"
1044,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 23, 2021","When you say no to a ad it makes you watch a ad anyway for the item you don't want, it would be nice to control which body part the needle goes to"
1045,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 24, 2021",Every time that I tried fo play it would always say that Merge Animals isn't responding and I got so MAD I DELETED it and a ONE STAR RATE FROM MY SON WOW.
1046,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 20, 2021",I did not like it at first because you could only have two animals in one guy but now I like it better because I can have all of my animals in oun guy I love it but only 4 stars because not that good graphics and to much adds I know you wunt money but Jesus
1047,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 6, 2021",The game may seem fun you have to do the same thing over and over again and once you reach the maximum thing you don't even get the level up just stay there .
1048,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 9, 2021",Fun game. But at least cover the man's area and add more animals into the game.
1049,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 14, 2021","yeah, I clicked no thanks and that was obviously not an option, biased on the fact the click box is non existent on the I don't want an add button."
1050,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"December 3, 2021",This sucks because there's a lot of ads and its sooo annoying it looks fun but its actually so bad I'd recomend to you not to play it/:
1051,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 11, 2021","this so amazing when I play it very funny, I can build and make my own character to cross the finishing line."
1052,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 25, 2021",It's a good app but all these ads are too much and you always have to verify it's so boring
1053,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 29, 2021","This is bad it keeps puting ads every dam second, the game wont start just dont download this it is just a wast of space."
1054,Merge Animals 3D - Mutant race,4.3,"109,502",Top Free,Action,"November 24, 2021","Game was very bad.like, it was one of those sucky simulator. Also got an ad when loading in, before doing things, after doing things, ads every where. I know a bout you VIP bullcrap, but I'm nine years old"
1055,Toca Life World: Build stories,4.3,"3,048,502",Top Free,Educational,"January 2, 2022","I LOVE THIS GAME, it's great! but another time I was playing all the characters disappeared and there's another issue sometimes when I put the characters in the character box thing ,there clothes reset. Other than that it's a good game! Please try to fix this glich."
1056,Call of Duty Mobile Season 11,4.3,"14,501,530",Top Free,Action,"January 5, 2022",Since the last update I've had issues with my ps4 controller not working properly. Right analog stick won't work and also the buttons are all mixed up. What's taking so long to get this issue fixed??!! Was an easy 5 star before the last update. Get it together!!
1057,Call of Duty Mobile Season 11,4.3,"14,501,530",Top Free,Action,"January 3, 2022","Game is great but it transfers you from really easy to super hard with, no warning, this is a stupid problem that has made it almost impossible to win games for a while, please fix this, the new players will quit if this keeps happening."
1058,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"December 31, 2021",This game is dumb. It's so laggy and glitches. From the ad it looked pretty fun and all but when I downloaded it was terrible. There is kinda a lot of ads but it's not that bad. You also have to feed your animals. I do not recommend.
1059,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"December 22, 2021",not what is shown in the ad. I hate apps that show you an ad that is way cooler than the app. I do not recommend. other than that it is glitch and not many free animal choices to pick from. don't bother w/ this app
1060,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"January 4, 2022","One game is so short yet the ads are three to four times longer than the game itself, uninstalled after a few games."
1061,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"January 2, 2022","fun, relaxing, not a lot of adds, great for kids and adults!"
1062,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"January 1, 2022",Will I kinda like the game but there's a lot of ads and the game glitches it gets annoying I don't recommend this game
1063,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"January 3, 2022",I would rate it a 3 because it has a lot of ads a lot of advertisement and it tells you what animal to pick the good stuff is that is really fun with no ads and no advertisements.
1064,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"October 20, 2021","You can't play just any animal, you have to use specific animals for everything or it kills your animal. You can't get enough coins to feed your animals and you have to watch ads for every little thing if you want to actually make progress"
1065,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"October 30, 2021","This game is awsome, but theres a lot of ads and, I hate ads I bet other people dont like it. I get a little boerd playing thos game, it needs more updates."
1066,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"December 6, 2021",Two levels in and I've gotten 3 ads. It makes you watch an ad to get animals instead of unlocking it. I've played my fair share of 'ad-heavy' games but this is obnoxious. Don't install
1067,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"December 4, 2021",At first it was a great game but their was way many to adds and you would a new animals but it would make you watch adds to get them. It also lags a lot
1068,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"November 3, 2021",I think the only people to.give.this a good review is the developer and the people.who know the developer who asked them to leave a good review. I paid 2.99 for no ads and still have ads. Lies and thievery.
1069,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"November 24, 2021",I like this game but it has too many ads and it's annoying 😴I have to wait for like a minute and I love animals but I needed space for a different app that I want more so I have to uninstall this
1070,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"November 22, 2021",its really fun to play but one thing I dont like it that you don't have all the animals that there is in the game thats what I dont like about this game
1071,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"September 5, 2021",The ads are too long. I could deal with them if I could click through them. But they are just WAY too long. I mean they are like a minute and the game play is like 10 seconds. Uninstaller.
1072,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"November 24, 2021",Ridiculous amount of ads! 10 seconds of game play for every 2 minutes of ads.
1073,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"July 18, 2021",this is a pretty fun game what can say about it you can transform to animals the only thing is making me mad is the ads but the game great.
1074,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"August 2, 2021",I love this game but let me tell you kids who go around downloading things....THIS IS THE REASON WHY. There are way too many adds and with even more adds even more downloads. Fix you cheap game it's just a piece of junk.
1075,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"August 14, 2021","the game is fun, runs smoothly (on my device) and it also helps stimulate your brain by making quick decisions 👍🏽"
1076,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"July 19, 2021",I would give it less if i could it has so many adds everytime you complete anything and is just a complete mess its not worth your time unless you have no service or internet at how then this is your game. And if youre able to waste money
1077,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"August 23, 2021","Please no one should think of downloading this game it full of ads that won't even allow you play the game at all, and the game is not as real"
1078,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"July 16, 2021",Concept is nice. Ads galore. Bad graphics. Levels way too short.
1079,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"September 26, 2021",It is a boring game but the reson I gave it two stars becase it does not have a lot of ads
1080,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"August 5, 2021","Need to watch an add after every level, to feed your animals and not very fun. Uninstalled"
1081,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"January 4, 2022","Way too many ads. I only played the game for 2 minutes and a minute and a half was ads. I get that they have to use them, but that's excessive! No thanks. Uninstalled immediately!"
1082,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"December 11, 2021","It was fun dor about an hour and then you unlock animals and it's really cool but wait you have to watch like 19,000 ads just to get it and apparently you have to feed the animal which like takes up all your coins like okay it's not worth it."
1083,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"July 13, 2021","This game is bombarded with ads. Want a new animal? WATCH AN AD. No thanks? WATCH AN AD. Also, the death system is WAY broken; even if I make it to the end, I die. I can't even get past the 3rd level. Warning in advance, this game isn't great."
1084,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"July 24, 2021","I actually pretty enjoy this, one thing I hate is that there's too many ads.. Every time after I do one round, there will be an ad popping up. And you have to buy to get rid of ads, and I'm not wasting 5 dollars for that. So, sadly, this game is a waste of time."
1085,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"August 19, 2021",Won the shark after the second level and every time I pressed to get it the game did nothing but as soon as I finally pressed lose it it worked fine. Uninstalled right after that cause if I can't get any of my prizes that I win at the end of the levels
1086,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"July 13, 2021",I just started playing this game and it looks a little hard.It gives you a short time though.but I bet when I start playing this game I am going to like it.
1087,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"April 17, 2021","Super fun game but the ads are rediculus. You play one short round, then there's an ad. Also, I'm scared that If I go farther in the game, they will ad things that I have a fear of or don't like. The animal buttons are also very small and hard to click."
1088,Animal Transform Race - Epic Race 3D,4.3,"282,201",Top Free,Racing,"August 23, 2021",Not a bad game but the amount of ads is stupid. I would finish a level and get 1-3 Ads everytime and it got too annoying.
1089,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"December 30, 2021","WORST GAME EVER There are SO many ads, yes they are mostly optional, BUT when you get close to the 10000 mark, I got 0.1 diamonds. To improve the reward, I clicked on the ad. AND when I had 9998 diamonds, and got 0.2 more, it put on that I have 9997.3 diamonds. This game is a scam, and a ripoff."
1090,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"January 4, 2022","This game sucks dont waste your time on it . Because At first you get like 100 coins each time but then it goes down to + 00. 1 each time you complete it. And there is also so many adds. Like yesterday I was trying to play and it literally took and hour to get like 9,000 coins. Like Omg!!"
1091,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"January 4, 2022","You never get to really play with the amount of ads, but it has a simplistic game style. They also barely reward you for ads, and at first you get so many gems, but then the amount you get is so small that it's not even worth it."
1092,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"January 1, 2022","This game is really fun and all but when I'm almost there to 10000 diamonds, the games keeps on giving me 1 diamond each time. When I first started playing this, the game gave me alot of diamonds each time. And it doesn't make sense to me at all, like the game should give alot of every time."
1093,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"December 21, 2021","The payout is trash. The first few spins gives you 10x to lure you in, but once you get to 9999 the reward payout starts giving a fraction of a cent, making you watch infinite amount of ads just to gain .05 diamond rewards. I wouldn't recommend this game to anyone."
1094,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"December 31, 2021","It's so slow! At first you get diamond amounts around 500, but as you go into the game it just gives you less and less! Deleting right now, would NOT recommend. It's just a waste of time, can't believe I fell for ANOTHER one of these scams.😠😠😠"
1095,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"January 1, 2022",DONT DOWNLOAD THIS! THERE IS SO MUCH ADDS. Also when I got close to the goal it gave me 10s then 1s the 0.1 then 0.01 then 0.001 and so on! Also as soon as I exit out then went back in it gave me an add I couldn't exit out! So now I can't even play it! Don't download this!
1096,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"January 3, 2022","This game is a waste of time. It doesn't give you rewards for completing levels! So disappointed! I've been stuck at 2,000 diamonds and 0 coins for days! How do you even earn coins to spend for diamonds! Waste of time! Do not install this if you want free robux!"
1097,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"January 5, 2022","I can't come back to this game because when I join it, it gave me every single ad in every level. And i'm not coming back again, it's freezing and dosen't even work! Your bad at making at this game!"
1098,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"December 24, 2021",This was horrible 😞 literally every time you finish your level there's a ad and when I had to restart it bc of the ads IT PUT ME BACK TO LEVEL 14 WHEN I WAS ON 20 if you don't have patience then this is probably not for you. Other than the horrible things it was alright.
1099,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"December 23, 2021","Ok so whomever plays this game knows the decimals and how impossible it is to get to 10000 diamonds but then you need the player Id. once you leave the game after getting 10000 to find out the player id, the game restarts. Horrible game it should not exist."
1100,One Liner-Line to win,4.3,"136,514",Top Free,Casual,"December 20, 2021",It was horrible. I lt took so long to get so many gems. Then after hours i finaly got enough jems. Then i ordered. About 4 days later it said that my order was invalid. So it was cancled. Im so mad dont get the app. This is a huge scam.
1101,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"January 1, 2022",This game is SO fun. However there is one thing I hate! The fact that quests after doing them a couple times only give you a few coins! It makes is really hard to save up for a new house or other things. I know that they do it so that we would buy money but its just really frustrating.
1102,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"January 4, 2022","An Amazing rp game, but in pet parade it glitches so I can't see the animals nor what animal I should be seeing.....Its very annoying that i can't play without losing, please fix this. Other than that i have no other issues so far, thank you!"
1103,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"January 5, 2022",This game is lagging and they should add more games to play I remember a bunch of times it lagged and when I got on I had to start over cause my tickets were always gone! It's annoying! But this is a fun and addicting game tho once you get all that you want from updates it really gets boring...
1104,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 20, 2021","It's good but, too much ads, you get one everyone you log into the game or finish a mini game or just exit a building, get off your phone or watch it's annoying, and there's a glitch where your pet gets stuck in your hands and won't let you play any other animations"
1105,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 20, 2021","Since the last updated its really hard to earn coins. After you get your daily rewards chest you can't earn a lot of coins. Nice game, but could use some work and more island, like a island with parcore and lots of trees and a lake where your pet can learn tricks."
1106,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 26, 2021","I love this game it is so fun, I like all of the new updates the tools we can use... but you need to make vehicles. People have been asking for a while, and everything you update make sure that you at least add a vehicle but over all it is a fun game."
1107,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 29, 2021","CHAOTIC SERVER !!! Always having problem when Log-in to the game.LIKE ALWAYS. Eventho I have strong Wifi connection but the game said ""Connection Error"". Fix that ASAP. I still can't Log-in for 2Hours !!! Ornaments ads are not working too."
1108,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 21, 2021","This game is to overrated, I liked the old version! I hate this new update, everything is to expensive, not good pay, and glitchy! My sister got to addicted to this game and won't get off it! I am only playing this game if it is not so like it is now! 😭😡"
1109,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 22, 2021",This app is amazing there is a lot of fun things but you have to download it to see all the stuff because there are alot of updates and i dont know when your going to download the game so you have to WAIT!!!
1110,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 19, 2021",I love this game for my kid she plays it with her friends all the time but there's a Glitch when you pick up your pet you cannot put it back down so she has stop playing more because of this but all the rest is actually amazing
1111,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"January 5, 2022",Okay game it's fun but the it will be fun if the pets were a bit cheaper and if the house had more furniture and if there more animals but it is not leggy that's the only reason that I gave it 4 stars
1112,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 21, 2021",It's a great game and all but it lags a lot for Android it's not just my phone my friend also tried it but it still was lagging but besides that it is super fun 😊 you should get this app!!!
1113,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 29, 2021",Ok it's very very buggy. Thing are way too expensive and you need so much internet to play I had full bars but it kicked me out for no internet. PS. stop removing my comment just because I saying what's wrong with the app
1114,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 17, 2021",You Need to change the thing where it starts saying Unknown and error but I have internet and I'm sure that some other people are having the same problem as me its a great game and all I just wish that it didn't have problems like this.
1115,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"January 3, 2022",this app is amazing it never glitches which is really helpful lots of apps I install glitch but this one didn't which is shocking and you can make friends and have pets that follow you around which is really cute
1116,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 30, 2021","This is an amazing I love it but the thing is the chat I can't say: oh, or say my favorite flavor or like you know the chat is not as good as roblox that game chat is safe well still this is a very good app and I am waiting for pkxd to have cars-username:Milleetube number:680<3"
1117,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 29, 2021","If any mothers out there are looking for a safe appfor their kids to play on, i definetly reccomend this. Its got a great way of chatting, you cant type your own messages theres some for you and emojis. I also like it a lot"
1118,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 30, 2021",This game is horrible never play it doesn't let you do anything that you try to do it just makes you fail on purpose. And that is really true because I tried to jump on a star and it made me fail on purpose
1119,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 20, 2021",This game is so good. They even got a Christmas update!!!!! There's an arcade too! And the pictures look so good. THIS GAME IS SO COOL!!!!! Play this game rn (right now)!
1120,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 27, 2021","I love this game it is amazing! You could costumize your house and change your outfits, you could also chat to each other and post cool photos"
1121,PK XD - Play with your Friends,4.3,"3,352,981",Top Free,Adventure,"December 22, 2021",This is like the best game on earth I totally think you all should play it but I don't like it's so expensive for things and I don't think it's okay for the chat to have the word noob or hearts.
1122,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 31, 2021","I've only just started playing it and I hate it already. Whenever I went to put a rubber band on, it would make my phone vibrate, even though I have vibrations off. I looked for the settings to change that, but the button was blocked by my front camera, making it impossible to change."
1123,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 30, 2021",it's fun but there is no way to skip or get a hint on a level. ive tried looking it up myself but it seems like the app is updated so often that the level that i'm stuck on doesn't correspond with the level on people's videos. i'm literally stuck on level 6 with the sun and i can't pass it.
1124,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 25, 2021","From my experience, the ads aren't overbearing (one every 3 levels, or one after each failed attempt) and the puzzles are entertaining. The negative reviews may have applied previously, but as of right now I am pleased with this game"
1125,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 31, 2021","Decently entertaining for the first 60 levels or so. After that, they start repeating. Also discovered that you don't even really have to pull the rubber band in the right direction, if you just flick in the starting direction it'll do it for you; not much of a challenge."
1126,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 3, 2022","Absolutely laggy, ads play in the middle of the level. some ads don't even load properly. nothing keeps me engaged at all. needs to be fixed before it's deemed playable honestly."
1127,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 31, 2021",Ads constantly interrupting play. Like before even being done with a level. Not even worth the time and the ads are false advertising. There are no guide points near the edge.
1128,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 5, 2022","Doesn't get any more challenging as you progress, rubber bands will snap to make it 100% every time, isn't precise with how you actually place them."
1129,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 2, 2022",I'm sorry but this game has wayyyyyyyyy to many adds every few seconds there is a add. That is why I gave one star ⭐ otherwise the game is good. If you hate games that have way to many adds do not get this game just letting you know.
1130,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 5, 2022",IM VERY UPSET RIGHT NOW THIS GAME IS SO FRUSTRATING AND I HAVE ANGER ISSUES AND I CRAKED MY SCREEN BECAUSE OF THIS STUPID GAME! I DONT RECOMMEND!!! Also there is no other buttons or such thongs you can press when you need help on a level no hints or anything!UGH!
1131,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 1, 2022","i can normally handle ads, but with each level taking no more than ten seconds to solve, having an ad after every single level is exhausting. not worth it."
1132,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 2, 2022",Ad on every level! I love the premise of the game but there is an ad on literally. Every. Level. Not worth the time to download and then delete.
1133,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 3, 2022",Played for less than a minute and got 5 ads! I'm okay with some ads but it interrupted the game way too much! Avoid this game like the plague until the devs get their thrash sorted.
1134,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 5, 2022",It's a fun game when you are offline but some levels won't work at all even tho I'm making the shape if they fixed that I would give it 4-5 stars
1135,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 4, 2022",The settings button is completely covered by my front sensor. I can't turn off the vibration. Also an ad every level is ridiculous
1136,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 31, 2021",Ewwww it vibrates any time you touch be screen. Also the ads are bad. The game idea is fun but the vibrating really kills the vibe for me.
1137,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 2, 2022",This game sucks. You just start do 1 sponge there is a ad. Then on the 5th or 6th level it's so difficult! If I could rate it a 0 I would
1138,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 2, 2022",There are ads during gameplay. This game is not like the ads and the vibration makes it worse but im pretty sure there is a button in settings that turns it off
1139,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 1, 2022",This game is good when it works every two levels it glitches out my phone and freezes it gets anyoning but when I can actually play the game it's fun
1140,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 6, 2022",The amount of ads in this game makes it unplayable. And the user interface is awful
1141,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 29, 2021",This is the worst game I've ever gotten!! I started playing it and it started making my phone buzz none stop and then it restarted my phone. I don't recommend this game but it could've been something else.
1142,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 4, 2022",Its a fun pluzzle game Only problem i have its so Ad heavy I spend more time watching ads than playing the game.
1143,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 2, 2022","Not a good game. 😕 Way too many commercials!!! 😒 I understand a few, but this is ridiculous!!!"
1144,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 14, 2021","Always an ad after a single ""level"" and there's only 72 or so and after that it just repeats the same things"
1145,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 4, 2022",it's a fun game but maybe could use some more systems bc it gets really repetitive but overall fun game
1146,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 4, 2022",It's a neat game but it vibrates like the whole time. The only break you get is during the adds after each completion
1147,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 2, 2022","This game is pretty fun but overall when you finish the rubber band thing before you can see how you did it has an add right away,and every single time you like make the thing its showing you right after it has an add but like I said it is a pretty good game overall.😊😇😊😇😊😇😊😇😊😇"
1148,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 31, 2021",I like it so far. I really love this game it is super fun some of them are hard but not to hard it's just like a puzzle game
1149,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 2, 2022",It's a good game till u get to a certain level I tried to play but it wouldn't let me put the rubber bands down so that why i gave it a three and I can't even get past level 5
1150,Sponge Art,4.2,"7,159",Top Free,Puzzle,"January 3, 2022",I'm on level 6 and I can't pass it! I'm trusting the rubber bands on the right place but it says I have 3 bands left and there are no hints so I'm just on level six.
1151,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 30, 2021",Entertaining game but are the ads after every level really necessary...just kind of puts a damper on the gameplay
1152,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 11, 2021","after you finish one, there is always an ad. and it doesnt even give you a pattern to follow to copy the pictures it gives you. I dont recommend at all"
1153,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 31, 2021","After 2 levels the ads start, and they happen after each level. Ridiculous"
1154,Sponge Art,4.2,"7,159",Top Free,Puzzle,"December 21, 2021",It would be a fun game if it weren't for the ads. They're incessant. It's unplayable.
1155,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 31, 2021",Absolutely terrible the graphics are unfixable at this point red light green light IS IMPOSSIBLE what am I saying all of the games are rigged most worst thing about 👹👹👹
1156,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 6, 2022",This game SUCKS so bad!!!! It took me 1 hour to get past red light green light the graphics suck and this game does NOT deserve 4.2 rating this game deserves 0.0 game should be taken down
1157,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 29, 2021",it was cool for a minute till it got old. In only 10 minutes
1158,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 5, 2022",11 squid game and poppy play time so 5 stars
1159,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 29, 2021",Awesome I am a huge fan of huggy wuggy and squid game
