"TopPaidGames_name","TopPaidGames_url","TopPaidGames_Description","TopPaidGames_Ratings","TopPaidGames_Users","TopPaidGames_Price","TopPaidGames_Category","TopPaidGames_Category_url"
"Monument Valley 2","https://play.google.com/store/apps/details?id=com.ustwo.monumentvalley2","NOW INCLUDING brand new chapter, The Lost Forest:
The Lost Forest is a special chapter we have created to help protect trees, as part of Playing for the Planet’s Green Game Jam.
With these four intimate scenes, we hope to inspire you to sign the Play4Forests petition and declare our shared interest in forest conservation.
We hope you enjoy the new update and join us to help preserve our forests!
====
Guide a mother and her child as they embark on a journey through magical architecture, discovering illusionary pathways and delightful puzzles as you learn the secrets of the Sacred Geometry.
Sequel to the award-winning Monument Valley, Monument Valley 2 presents a brand new adventure set in a beautiful and impossible world.
Help Ro as she teaches her child about the mysteries of the valley, exploring stunning environments and manipulating architecture to guide them on their way.
====
“Subtly more sophisticated than its predecessor” - WIRED
“Little vignettes of a surreal world that works its socks off to make me happy” - POLYGON
“One of the best gaming experiences available on any device, let alone mobile” - POCKETGAMER
“I was enraptured by everything I saw and heard” - DESTRUCTOID
=====
A STANDALONE ADVENTURE
A completely new story from the Monument Valley universe. You don’t need to have previously played Monument Valley to enjoy Monument Valley 2.
INDIVIDUALLY CRAFTED PUZZLES
Enjoy beautiful levels filled with illusory, meditative puzzles, using brand new interactions to explore the changing dynamics between characters.
CONTEMPORARY VISUALS
Artwork inspired by an eclectic mixture of architectural styles, artistic movements and personal influences, each translated into stunning geometric structures.
BEAUTIFUL AUDIO
Immerse yourself in uniquely melodic interactive soundscapes, tailored perfectly to every step of Ro and her child’s journey.
=====
Monument Valley 2 is only compatible with devices running Android 4.4 or later.","4.8","63,312","$4.99 Buy","Puzzle","https://play.google.com/store/apps/category/GAME_PUZZLE"
"Carcassonne: Official Board Game -Tiles & Tactics","https://play.google.com/store/apps/details?id=com.asmodeedigital.carcassonne","New version of the multi-awarded board game. Now in 3D. Includes improved AI, 3D landscape, new exclusive features.
*** Carcassonne fits that opening game niche that every game group needs. -Tyler Nichols, Board Game Quest
*** Carcassonne = Great game, great mechanics, great pieces, great fun! -The Board Game Family
*** Carcassonne's recent Android re-release and its fresh, new features are a joy to experience, whether you're playing against strangers online or testing friendships with existing pals - Pocket Gamer
A TILE PLACEMENT GAME OF CREATING LANDSCAPES, CLAIMING AREAS, AND GAINING POINTS
Discover or re-discover Carcassonne, the multi-awarded tile-based game in which players draw and place their tiles to build a medieval city. Place your cities, roads, abbeys or fields to enlarge your landscape, then place your followers, the meeples. Knights, robbers or farmers... Each meeple will help you control your territory and win points.
But be careful, you will need all your best strategy and tactics to maximum your points! Place your tiles and your meeples wisely to stop your opponents and win the game.
SIX EXPANSIONS: ENLARGE YOUR LANDSCAPE AND OPTIMIZE YOUR POINTS
Thanks to the mini expansions """"The River"""" and """"The Abbot"""", you can embellish your landscape and vary your game to enjoy new ways to play! Double or even triple your points thanks to the new buildings in the Inns & Cathedrals expansion! And with the Traders & Builders expansion, score more points with the trading commodities and build faster with the builders! Discover the city of Carcassonne covered with a blanket of white snow in the Winter Edition... and look out for the Gingerbread Man and the bonus points he'll give you! Beware of the Dragon in """"the Princess and the Dragon"""" expansion! He could eat your Meeples if you're not cautious. And be kind with the Princess: she might prefer you to other Meeples and toss them out of the cities!
FEATURES
• Accessible and tactical gameplay adapted from the award-winning Carcassonne board game
• Six expansions:
- The River, the Inns & Cathedrals, the Traders & Builders and the Winter Edition expansions as well as the Princess and the Dragon expansion are all available to purchase from the Shop,
- And you can unlock The Abbot for free using your Asmodee account.
• Up to 6 players! Play against the computer in solo mode, face off your friends in Pass and Play or challenge players from around the world in online mode
• There is no more 3 but 4 different behaviors you can chose before starting a game with AIs. They all propose a better challenge than the previous ones. Players who want to experiment a true challenge will play against the Conqueror AI who is the strongest AI of the game.
• Try out the aerial top view to refine your strategy!
• Additional strategic layers compared to the physical version:
- field view which allows you to see the field possession of each player
- remaining tile list: allows you to see the tiles which are remaining in the draw pile
Languages available: English, French, German, Italian, Spanish
You can follow us on Facebook, Twitter, Instagram and You Tube!
Facebook: https://www.facebook.com/asmodeedigital/
Twitter: https://twitter.com/asmodeedigital
Instagram: https://www.instagram.com/asmodeedigital/
You Tube: https://www.youtube.com/asmodeedigital","3.9","9,778","$5.99 $2.29 Buy","Board","https://play.google.com/store/apps/category/GAME_BOARD"
"Don't Starve: Pocket Edition","https://play.google.com/store/apps/details?id=com.kleientertainment.doNotStarvePocket","Don’t Starve: Pocket Edition, brings the hit PC game enjoyed by over 6 million players to Android.
Now you can experience the uncompromising wilderness survival game full of science and magic on the go! Play as Wilson, an intrepid Gentleman Scientist who has been trapped and transported to a mysterious wilderness world. Wilson must learn to exploit his environment and its inhabitants if he ever hopes to escape and find his way back home.
Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land.","4.3","39,654","$4.99 Buy","Adventure","https://play.google.com/store/apps/category/GAME_ADVENTURE"
"Papa's Pizzeria To Go!","https://play.google.com/store/apps/details?id=air.com.flipline.papaspizzeriatogo","Top, bake, and serve pizzas in Papa's Pizzeria To Go! This all-new version of the classic restaurant sim features updated gameplay and brand-new controls reimagined for smaller screens.
You'll need to multitask between each area of the pizzeria, with new controls designed to work just right in the palm of your hand. Head to the Order Station to watch for customers waiting in the lobby. Switch to the Topping Station to add a variety of toppings to each pizza. Move to the Bake Station to cook the pizzas in the oven until they're baked just right. Jump to the Cutting Station to cut the pizza into perfect slices. Each station is a hands-on experience, where you'll need to drag, swipe, and tap your way through the pizza-building process.
Keep your customers happy to earn more points and level up. As your level rises, you'll unlock new toppings in the shop, and new customers will start visiting the Pizzeria! A well-crafted pizza also earns you tips, which you can spend on upgrades and decorations for the lobby!
** NEW FOR PAPA'S PIZZERIA TO GO **
Papa's Pizzeria To Go is redesigned and reimagined for smaller screens, so your fingers don't get in the way of the action!
CONTROL WITH YOUR THUMBS - You'll switch stations using buttons in the corners of the screen, perfect for your thumbs. You can also use buttons in the top corners to quickly switch Order Tickets, and you can view all of your Order Tickets in a zoomed-in mode for easy reading.
TOPPING STATION - We've completely redesigned the Topping Station for smaller screens. Bins of toppings can be scrolled with your thumb, which allows us to have many more toppings than in the original game. Tap on a bin to select that topping, then tap multiple times on the pizza to add items directly onto the pizza. You don't need to drag individual toppings onto the pizza, so you can top faster than ever! A quick swipe on the pizza will send it off the to the Bake Station.
BAKE STATION - Papa Louie's coal-fired oven gets an upgrade! You can buy new Oven Alarms in the Shop to help you keep track of pizzas in the oven. Simply drag an alarm onto one of the oven timers, and you'll hear an alert when that pizza is cooked just right. Buy new Oven Boosters to cook your pizzas even faster than before!
CUTTING STATION - When it's time to cut pizzas, simply touch and drag a line across the pizza to decide where to cut. If you want even more control to fine-tune your slices, you can also cut using multi-touch! Use two fingers or thumbs to move each end of the line at the same time, and release to slice your pizza. If you're having trouble cutting pizzas at the right angle, buy a variety of Cutting Guides in the Shop to cut that perfect slice!
NEW INGREDIENTS - We've added a ton of new ingredients which can't be found in the original Papa's Pizzeria. As you play the game, you'll unlock 26 unique ingredients to serve your customers!
CUSTOMIZE YOUR LOBBY - You can spend your hard-earned tips in the Shop, where you can find a variety of posters, tables, decorations, and wallpaper styles for your lobby! Use the brand-new Lobby tool to add items to your restaurant, and move and arrange them however you like! Choose from over 140 customization items, and every item you add to the lobby will improve your Waiting Score for your customers!
UPDATED FEATURES - Serve picky closers at the end of the day, earn paychecks as you play the game, and try to please the finicky Food Critic to earn a Blue Ribbon!
**GAME FEATURES**
- Hands-on pizza shop in the Papa Louie universe
- All new controls and gameplay designed for smaller screens
- Multi-task between topping, baking, and cutting
- Shop to buy upgrades, furniture, and posters using your in-game tips
- New Lobby Editor to customize and decorate your shop
- 90 customers to unlock with unique orders
- Challenging Closers and Food Critic
-75 in-game achievements to earn","4.4","6,600","$0.99 Buy","Strategy","https://play.google.com/store/apps/category/GAME_STRATEGY"
"Sonic Runners Adventure game","https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftICHM","Sonic the Hedgehog and his friends are back in an action-packed runner game.
Catch speed fever as you relive the Sonic legend. Run, jump, dash or fly across the road and through exciting platformer levels. Unlock new characters including Tails, Knuckles and more, each with their own unique abilities you can power up. Rush to save Sonic's universe by fighting Dr. Eggman across 4 iconic locations.
All this in a compact download size, so just about anyone can jump-start their day with some high-speed arcade action.
Dash through 4 iconic locations with super graphics. WARNING: May cause a rush of excitement. Unlock loads of characters like Tails, Knuckles, Shadow the Hedgehog and more high-speed legends, each with their own super abilities.
Overcome an endless rush of obstacles and villains, including the nefarious Dr. Eggman himself. Pick up your favorite buddies, each with their own super skill.
Power up your favourite characters to improve their abilities. An exciting story full of super characters and fun twists. Jump into a variety of fun arcade experiences with replayable levels & loads of objectives. Whatever road you dash down, it's guaranteed to have endless enjoyment.
You can play the game completely offline after your first session.
___________________________________
© SEGA. All rights reserved. SEGA is registered in the U.S. Patent and Trademark Office. SEGA, the SEGA logo, SONIC THE HEDGEHOG, SONIC RUNNERS and SONIC RUNNERS ADVENTURE are either trademarks or registered trademarks of SEGA Holdings Co., Ltd. or its affiliates.
_____________________________________________
Visit our official site at http://gmlft.co/website_EN
Check out the new blog at http://gmlft.co/central
Don't forget to follow us on social media:
Facebook: http://gmlft.co/SNS_FB_EN
Twitter: http://gmlft.co/SNS_TW_EN
Instagram: http://gmlft.co/GL_SNS_IG
YouTube: http://gmlft.co/GL_SNS_YT
___________________________________
Languages: English, French, German, Italian, Spanish, Brazilian, Russian, Turkish, Arabic, Thai, Spanish LATAM, Polish, Vietnamese, Korean
The game requires an Internet connection (3G or Wi-Fi) for the first game launch.
___________________________________
Terms of Use: http://www.gameloft.com/en/conditions-of-use
Privacy Policy: http://www.gameloft.com/en/privacy-notice
End-User License Agreement: http://www.gameloft.com/en/eula","4.5","8,966","$2.99 Buy","Adventure","https://play.google.com/store/apps/category/GAME_ADVENTURE"
"2112TD: Tower Defense Survival","https://play.google.com/store/apps/details?id=com.refineryproductions_2112td","Get ready for the ULTIMATE tower defense onslaught. Build, deploy, research and upgrade your defenses in this epic sci-fi adventure.
Set 100 years in the future, battle inter-dimensional flesh spawn across the solar system and defend Earth's colonies from complete annihilation.
The pace is steady, but the stakes are high as the relentless hordes amass in an effort to overrun your mobile command center.
Unlike traditional TD games, you will be relying heavily on micro-managing dynamic action-based abilities. As you progress deeper into the campaign airstrikes, charged attacks, fortification walls and the tactical drone will become increasingly vital and deploying them strategically will be paramount.
Mistakes won’t go unpunished so stay frosty, learn from your blunders and endure to fight another day. Without pain there can be no gain!
FEATURES
BEAUTIFULLY ILLUSTRATED ENVIRONMENTS AND GRAPHICS
2112TD’s artistic style is founded on the nostalgia of the RTS golden era, paying homage to games like Command and Conquer and StarCraft.
A CAMPAIGN TO TEST YOUR SKILLS
The battlefield is an unforgiving landscape and every second counts. Beginners will find forgiveness on normal mode while veterans will be drawn to the challenge of hard. When you’re ready it’s time to put your skills to the test in nightmare and survival. How long can you hold back the hordes?
BURN, BLAST AND OBLITERATE
Deploy the machine gun, flame thrower, artillery and plasma turrets to destroy your foes. Upgrade your towers to their experimental stages packing serious firepower and charged attacks.
DEATH FROM ABOVE
When the situation gets too hairy you’ll be relying on air support. The airstrike and tactical drone deliver the big BOOM as well as defensive abilities.
RESEARCH TO VICTORY
Earth’s egg heads are working tirelessly to gain the upper hand against the new enemy. Unlock new abilities and weapons as you progress.
DISCOVER AND DOMINATE
They call it the soldier’s dictionary. The tactical database gathers data on the battlefield about your arsenal and enemies alike. Be sure to check it often as it will be critical to your triumph against the hordes.
ACHIEVEMENTS & COMBAT STATISTICS
Commanders that excel on the battlefield will unlock achievements as a reward for their contributions in the struggle against the invaders.
What are you waiting for commander? The flesh spawn must be eradicated!
IN THE MEDIA
""This is solid, old-school tower defense design where each and every map will cause you to sit back and think about what the best strategy might be.""
- Touch Arcade (App of the week)
""2112TD takes the classic, Westwood RTS art-style and matches it up with TD, and it turns out that it fits really, really well.""
- Pocket Gamer (Games of the week)
---
2112TD contains no in-game advertisements or micro-transactions and can be played offline.
Got feedback? Get in touch: https://2112td.refineryproductions.com/contact","4.7","3,396","$1.99 Buy","Strategy","https://play.google.com/store/apps/category/GAME_STRATEGY"
"The Room: Old Sins","https://play.google.com/store/apps/details?id=com.FireproofStudios.TheRoom4","The 4th entry in the multi-award winning ‘The Room’ puzzle game series.
“The Room’s creepy touchscreen puzzle boxes are better than ever in Old Sins; Fireproof has crafted what may be the best version yet.” – The Verge
“The creative puzzles, along with a haunting atmosphere, engage your whole brain. One of the year's best mobile games.” – Gameinformer
“Essentially a room-escape game, featuring a giant dollhouse designed with an impossible amount of detail and care; you feel like you’re actually touching the walls.” – GQ
“The fourth in a series of super-tactile puzzle-box games and it’s the best yet.” – The Guardian
Enter The Room: Old Sins and be transported to a place where tactile exploration meets challenging puzzles and a captivating story.
The sudden disappearance of an ambitious engineer and his high-society wife provokes the hunt for a precious artefact. The trail leads to the attic of their home, and the discovery of an old, peculiar dollhouse…
Explore unsettling locations, follow obscure clues and manipulate bizarre contraptions as you uncover the mysteries within Waldegrave Manor.
THE ULTIMATE PUZZLE BOX
Explore a deviously complex dollhouse which transforms at your fingertips. Each intricate room is a portal to a new, stunning environment.
PICK-UP-AND-PLAY DESIGN
Easy to begin yet hard to put down, enjoy a unique mix of intriguing puzzles with a simple user interface.
INTUITIVE TOUCH CONTROLS
A tactile experience so natural you can almost feel the surface of each object.
INTRICATE OBJECTS
Examine dozens of detailed objects to discover which of them conceal hidden mechanisms.
ATMOSPHERIC AUDIO
A haunting soundtrack coupled with dynamic sound effects create an unforgettable soundscape.
CLOUD SAVE SUPPORTED
Share your progress between multiple devices and unlock achievements.
MULTI LANGUAGE SUPPORT
Available in English, French, Italian, German, Spanish, Brazilian Portuguese, Turkish and Russian.
Fireproof Games is an independent studio from Guildford, United Kingdom.
Find out more at fireproofgames.com
Follow us @Fireproof_Games
Find us on Facebook","4.9","69,799","$4.99 $2.49 Buy","Puzzle","https://play.google.com/store/apps/category/GAME_PUZZLE"
"RollerCoaster Tycoon® Classic","https://play.google.com/store/apps/details?id=com.atari.mobile.rctclassic","RollerCoaster Tycoon® Classic is a new RCT experience, combining the best features from two of the most successful and beloved RCT games in the series’ history – RollerCoaster Tycoon® and RollerCoaster Tycoon® 2. Create and run amazing parks complete with the most outrageous rides imaginable. RCT Classic includes a mixture of authentic playability, depth of gameplay and unique graphical style of Chris Sawyer’s original best-selling RollerCoaster Tycoon® PC Games, now enhanced for handheld devices. Packed with content, players can enjoy designing and building roller coasters and rides, landscaping parks and managing the staff and finances to keep their guests happy and the money flowing in. Can you become the next RollerCoaster Tycoon?
PLEASE NOTE: Additional content for RollerCoaster Tycoon Classic is available via In-App Purchase, specifically the three expansion packs: Wacky Worlds, Time Twister and Toolkit. The expansion packs are the ONLY content that require an In-App Purchase and In-App Purchases are not used anywhere else in the game.
Key Features:
• The Original RollerCoaster Sim: Experience all the fun from the original RollerCoaster Tycoon® and RollerCoaster Tycoon® 2 games, with a new app that combines the best elements of both classic titles.
• Coaster Construction: Create incredible roller coasters – Quickly build a pre-made design or use the intuitive piece-by-piece building tools to design and theme your own unique rides.
• Park Designer: Keep your guests happy by building gentle or wild rides, food and drink stalls, water rides, and even transport rides to take them around the park; Customize your park by building scenery, fine-tuning the landscape, and routing the footpaths.
• Park Management: Run your park’s marketing and finances to make a profit while attracting more guests; Organize your staff to keep the park running well and looking its best.
• Exciting Environments: Build the ultimate theme park in a variety of challenging environments, from the tranquility of Forest Frontiers to the bustling commerce of Megaworld Park.
• Park Scenarios: Progress through 95 classic park scenarios from RollerCoaster Tycoon® and RollerCoaster Tycoon® 2.
• Authentic Gameplay: Classic-style characterful isometric graphics and original amusement park music and sound effects.
• Packed with Content: Includes hundreds of types of roller coasters and rides, and dozens of different shops, stalls, and facilities.
Additional Content Available with In-App Purchases:
1) Wacky Worlds Expansion Pack:
Find your passport and pack your bags! Wacky Worlds takes players on the ultimate trip around the globe in 17 new park scenarios! Includes exotic rides, profitable concessions and the most famous landmarks known to man including the Eiffel Tower, Big Ben, Statue of Liberty, Great Wall of China and more! Each location is packed with opportunities for success, fun and unique challenges.
2) Time Twister Expansion Pack:
Travel through time with 14 new park scenarios based on historical and fantasy time-themes and build a park that is truly a blast from the past (or future if you like). Play in a Prehistoric amusement park decorated with huge animated T-Rex’s and coasters such as the Raptor Ride, or choose from Mythological times, the Dark Ages, the Rock & Roll crazed ‘50s, the Future or the Roaring Twenties.
3) Toolkit:
Park Scenario Editor: Design and build your own amazing parks – Make them as easy or as challenging as you want, using your choice of scenery and rides! Includes a number of Six Flags parks to get you started.
Ride Designer: Build, test, fine-tune and theme your own awesome roller coaster designs in the Ride Designer before saving them for use while playing!
Import and Export: Share your saved parks, park scenarios and ride designs with friends, and try out their creations too! (Includes the ability to import most saved parks and scenarios created with the original RollerCoaster Tycoon 2 PC game).","4.0","3,821","$5.99 Buy","Simulation","https://play.google.com/store/apps/category/GAME_SIMULATION"
"Need for Speed Most Wanted","https://play.google.com/store/apps/details?id=com.ea.games.nfs13_na","Google Play Special Offer - Get over 80% off for a limited time only!
“The graphics are absolutely awesome” (Eurogamer.es)
“It pushes the mobile platform to its utmost limits and doesn’t even break a sweat” (Capsule Computers)
**GAME ALERT** Play The Simpsons™: Tapped Out. THIS GAME IS LIFE-RUININGLY FUN! Create your own living, breathing Springfield for free! http://bit.ly/YynjyU
Buckle up, hit the gas and hold on tight; you’re in for the ride of your life. Outrun cops, outsmart rivals – and outdrive your friends – in the most dangerous Need for Speed yet. Do you dare to be the Most Wanted?
**Need for Speed Most Wanted is an immersive, high-quality game. Please note that it requires a 550MB+ download and roughly 1,900MB+ free space on your device. To speed things up, we recommend connecting to WiFi.**
MAKE TROUBLE, GET WANTED
Evade a relentless police force while you clash with street racers. Race and chase hot cars like the SRT Viper GTS, Porsche 911 Carrera S, Hummer H1 Alpha, and many more. Feel the intensity of no-brakes-allowed street racing with realistic full-car damage for the first time on mobile.
LEAVE YOUR MARK
Log into Origin to check the Wanted List and find out who is the Most Wanted across platforms and among your friends. Then, challenge your friends and prove your racing skills in nonstop competition.
GO FROM ZERO TO MOST WANTED…
• Drive and customize over 40 of the world’s most exciting cars
• Race the way you want! By popular demand, you can now touch or tilt to steer
• Use Mods to enhance your car and get ahead of the pack in style
• Experience the action with mind-blowing graphics and intense full-car damage
• Earn Speed Points to unlock new cars
• Trick out your phone with an exclusive Most Wanted live wallpaper
Your rivals will do everything they can to stop you from getting to the top – but in this world, there can only be one Most Wanted.
Be the first to know! Get inside EA info on great deals, plus the latest game updates, tips & more…
VISIT US: eamobile.com/android
FOLLOW US: twitter.com/eamobile
LIKE US: facebook.com/eamobile
WATCH US: youtube.com/eamobilegames
User Agreement: terms.ea.com
Visit https://help.ea.com/ for assistance or inquiries.
EA may retire online features and services after 30 days’ notice posted on www.ea.com/1/service-updates.
Important Consumer Information. This app: Contains direct links to the Internet; Collects data through third party analytics technology (see Privacy & Cookie Policy for details).
Requires acceptance of EA’s Privacy & Cookie Policy and User Agreement.","3.9","46,511","$4.99 Buy","Racing","https://play.google.com/store/apps/category/GAME_RACING"
"Scythe: Digital Edition","https://play.google.com/store/apps/details?id=com.asmodeedigital.scythe","In an alternate reality in 1920s Europa, it's been several years since the ""Great War"", but the ashes of the conflict are still hot and the war is entering a new phase. The first conflict saw the emergence of some incredible engines of war known as Mechs. Built by ""The Factory"", an independent city-state which has since become the object of everyone's desire, these technological monstrosities roam the snowy landscapes of Europa. Be the hero of one of the five factions – Saxony Empire, Crimean Khanate, Rusviet Union, Polania Republic or Nordic Kingdom – and become the richest and most powerful nation in all of Europa during these dark times! To assure the victory of your people, you will need to explore and conquer new territories, enlist new recruits and deploy your forces by building formidable and terrifying combat Mechs. Replay history in a fictional past full of mechanical engines and technology, where each choice you make will be critical. Choose your battles with care, because in Scythe, victory is achieved with and for the people!
Gameplay:
• Asymmetry: every player starts the game with different resources (energy, coins, keen combat sense, popularity…), a different starting location and a secret objective. The starting positions are specifically set to contribute to the uniqueness of every faction and the asymmetrical nature of the game.
• Strategy: Scythe offers players almost complete control over their fate. The only elements of chance apart from each player's individual secrete objective card are the Encounter cards, which players draw to interact with the citizens of newly explored lands. Combat is also handled by way of choice; no luck or chance is involved.
• Engine Building: Players can improve their construction abilities to become more efficient, build structures that improve their position on the map, enlist new recruits into their faction, activate mechs to dissuade opponents from invading and expand their borders to reap greater types and quantities of resources. This aspect creates a feeling of energy and progression over the course of the entire game. The order in which players get to develop their economy and technologies adds to the unique feel of every game, even when playing as the same faction several times.
Features:
• Official adaptation of the award-winning board game
• 4X strategy game (eXplore, eXpand, eXploit and eXterminate)
• Customize the mat to sharpen your strategy
• Choose a specialty for unique games: Agriculturalist, Industrialist, Engineer, Patriot or Mechanic.
• Fight alone against an AI, face your friends in Pass and Play or face opponents from all over the world in Online Mode
• Check out artistic genius Jakub Rozalski's retro-futuristic illustrations!
Discover new challenges with the Invaders from Afar expansion!
While empires rise and fall in Eastern Europa, the rest of the world takes notice, and covets the secrets of the Factory. Two distant factions, Albion and Togawa, send out their emissaries to scout the land and plan their best strategy for conquest. They will all lead their mechs to war, but who will come out victorious?
Features:
- Play as one of the two new redoubtable factions, Clan Albion and The Togawa Shogunate, and use their mechs with their unique abilities
- Two new player mats: Militant and Innovative
- Now up to 7 players!
You can follow us on Facebook, Twitter, Discord and YouTube!
Facebook: https://www.facebook.com/asmodeedigital/
Twitter: https://twitter.com/asmodeedigital
Discord: https://discord.gg/gN7pxtKYDj
YouTube: https://www.youtube.com/asmodeedigital","4.1","586","$8.99 $5.99 Buy","Strategy","https://play.google.com/store/apps/category/GAME_STRATEGY"
"NBA JAM by EA SPORTS™","https://play.google.com/store/apps/details?id=com.eamobile.nbajam_na_wf","Jam with your favorite stars from all 30 NBA teams in over-the-top, high-flying, 2-on-2 arcade basketball just like you remember it – and like you’ve never seen before!
** NBA JAM is a larger-than-life game (300MB+), so we strongly recommend connecting to WiFi before downloading. Trust us, this Jam is worth the wait.**
PLAY NOW! PLAY CLASSIC! PLAY HEAD-TO-HEAD AGAINST A FRIEND!
4 modes of play let you ball the way you want:
• Play Now – Select a team and jump right into the ballgame.
• Classic Campaign – Defeat all other teams to win the championship, and unlock legends, hidden players, and outrageous cheats.
• Local Multiplayer – Go big head 2 big head against a friend via local WiFi or Bluetooth
• Online Multiplayer – Challenge your Google+ friends to play head-to-head online (All online multiplayers must be updated to the latest version of NBA Jam for optimized gameplay).
YOU’RE ON FIRE – ON GOOGLE PLAY!
If you’re from the Old School, you’ll feel the ‘90s nostalgia while you play the hottest arcade sports game on Google Play. Featuring the voice of Tim Kitzrow (the original NBA JAM play-by-play announcer), you’ll hear all the classic catchphrases plus a few new ones. This JAM is all about “boomshakalaka”- and beyond!
STAY CONNECTED!
Sync NBA Jam with your Google+ account to earn bragging rights with in-game achievements and track your high scores across friends and worldwide players via leaderboards.
Go to the hole. Go strong. Go for the monster jam. KABOOM!
PLAY ON YOUR ANDROID TV!
Enjoy multiple ways to play on your Android TV! Slam through the game solo or play multiplayer mode with an Android TV against an Android mobile device. A compatible gamepad is required to play NBA Jam on your Android TV.
Be the first to know! Get inside EA info on great deals, plus the latest game updates, tips & more…
VISIT US: eamobile.com/android
FOLLOW US: twitter.com/eamobile
LIKE US: facebook.com/eamobile
WATCH US: youtube.com/eamobilegames
User Agreement: terms.ea.com
Visit https://help.ea.com/ for assistance or inquiries.
EA may retire online features and services after 30 days’ notice posted on www.ea.com/1/service-updates.
Important Consumer Information. This app: Contains direct links to the Internet; Collects data through third party analytics technology (see Privacy & Cookie Policy for details).
Requires acceptance of EA’s Privacy & Cookie Policy and User Agreement.","4.2","58,150","$4.99 Buy","Sports","https://play.google.com/store/apps/category/GAME_SPORTS"
"My Child Lebensborn","https://play.google.com/store/apps/details?id=com.Sarepta.MyChildLebensborn","Polygon: ""My Child Lebensborn tells a disturbing tale about innocents in the aftermath of WW2”
LevelUp: “The strongest game experience that I have ever had.”
My Child Lebensborn, now out in Spanish, Brazilian Portuguese and Korean!
You adopt a young Lebensborn child in Norway after WW2, but parenting will be hard as your child grows up in a hostile and hateful environment. See a different side of the war, inspired by the true stories of the Lebensborn children. Discover how hatred of our enemies continues to create victims, even after victory.
Discover their past and support them in the present. You must balance your time and resources to provide for your child. You will find answers to the hard questions; about their history, the hatred, bullying and the passing of blame.
Can you help Klaus/Karin cope with the heavy inheritance of the German occupation, so they will find their place in a country that is celebrating its freedom.
You can make the difference.
Key Features:
- Influence the child’s feelings, personality and worldview through your choices.
- Look for the effects of your choices in your child’s expressions and body language.
- Explore a gripping storyline based upon true events.
- Earn money as you work, then cook, craft, forage and play.
- Use your time and meager resources wisely.
- Adopt a boy or girl, and support them through a defining year of their life.
Warning: This game is based on difficult and heavy topics, not suitable for young children.
For technical support, please contact us at support@sareptastudio.com","4.8","8,080","$2.99 Buy","Simulation","https://play.google.com/store/apps/category/GAME_SIMULATION"
"Space RPG 4","https://play.google.com/store/apps/details?id=com.esaptonor.spacerpg4","The highly requested fourth game in the Space RPG series!
To help improve the game, you would be doing me a huge favour by reporting all bugs to Google or emailing me directly. Thanks!
------------------------
FEATURES:
- A sprawling universe with over 250 star systems to explore (double the previous game!), and new phenomena to discover such as nebula and black holes!
- You asked for it, Space RPG 4 delivers considerably more ships, weapons, and upgrades than Space RPG 3.
- Beautiful space themed artwork.
- Exciting space battle action! Fight pirates, aliens, and more, and now featuring better fleet ship-stance control.
- THREE main campaign factions with their own stories, and a large variety of secret side missions, for extra replay-ability!
- Even more ship customisation options with expanded subsystem choices to help you play the way you want.
- Trading improved! You now trade with characters whose disposition matters, and you can haggle over price.
- Exploration reworked with the fuel mechanic seen in the Escape Velocity series, providing a greater challenge.
- Ships in your fleet now add their cargo space to yours, so you can still fly that warship... as long as you can protect your cargo ship escort.
- Improved endgame conquering and colonisation features, set up trade routes between your colonies to help them grow!
- Derelict ships you can board and attempt to bring back to life, or scrap for parts...
- THE BAR! How did we ever get by without it - stop by at the spaceport and talk to characters to get advice, learn more about the world, or progress a current objective.
Space RPG 4 features excellent role playing adventure action on an even grander scale than previous games in the series. Do you want to get rich on the trade routes? Pirate goods from other ships? Follow the main story? Go off, do side missions, and explore? The choice is yours! Inspired by the classic Escape Velocity series, Space RPG 4 will keep you entertained for hours!
TRADE
Explore new systems, and trade commodities to earn credits! Establish relationships with local traders to get better deals. Can you figure out the best trade routes?
UPGRADE
Spend your credits on new ships, weapons, upgrades, or starship subsystems! Which style of ship suits you best - Cargo ship? Warship? Slow and sturdy or quick and agile? Heavily armoured or massive powerplant? Will you use all your ship's mass points for upgrades or max out your weapons? So many options! ... how will you choose to play?
COMBAT
Exciting real time space combat! You hyper-jump into a system and the alarm goes off - Pirates!! Pirates often hunt in packs, and you only have a limited number of torpedoes available to protect your fleet... can you survive?!
EXPLORE
Just want to head out into the wide unknown? You can! Get yourself an exploration vessel, perhaps buy a fuel ship, and set out on an expedition to see what you can find. Survey planets to colonise, discover derelicts, lost items, or alien civilisations...
STORY
Featuring three sides to the main story for extra replay-ability, and dozens of story characters, Space RPG 4 will keep you entertained! Take on various missions for your faction and advance through the ranks to get access to their big military starships. A number of secret side missions will also help sate your desire for more!
------------------------
Need some help?
- Want to make more credits? Try trading! Each planet sells commodities at different prices, figure out the best trade routes and work your way up to ships that can hold a lot of cargo!
- Don't take on too many missions at once, your passengers might get annoyed at being flown halfway across the galaxy!
- The game saves whenever you land, so it is a good idea to land somewhere before you undertake something particularly dangerous...","4.9","59","$2.49 Buy","Role Playing","https://play.google.com/store/apps/category/GAME_ROLE_PLAYING"
