Review_ID,Game_Name,Game_Url,Description,Ratings,Users,Price,Game_Category,Category_Url,Date_of_Remarks,Remarks
1053,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 22, 2021",The game is good but there are so many animals to mix like tigers birds crabs butterfly's but maybe inject one dna animal sample in one part of the body? It can be more cool if you want a cheetah leg on the left or a gorilla arm on the right that can be cool but I'll give it four stars.
1054,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 1, 2021","Worst game I've played in quite some time. it's barely functional, and has so many ads it's basically unplayable. it forced me to this review screen after 1 level and 5 ads."
1055,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 11, 2021",I liked the game but the ads get In the way many time and I wish we can combine the syringe but no they get rid of it and add a different one one star for this
1056,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 13, 2021",It's good but I don't like the fact u gotta watch a ad to use 1more animal it would be better if when you finish a level u get a coin or something and u use that to get the ability to use more than 2 animals
1057,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 8, 2021",Great game but i want it to be so you can choose from a human or a crash test dummy (with shorts and short sleve shirt)
1058,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 27, 2021",It's ok but it only changes the arms legs and head. It also takes so long into load just for you to get constant ads. Otherwise it's pretty good
1059,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 17, 2021","I'd thought you'd be able to choose which part of the body you'd like to change i.e. inject legs with giraffe to make long legs, except no matter where you put the injection, it does the same thing to the same part of the body i.e. inject the legs with giraffe you get a giraffe neck."
1060,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 20, 2021",I tried to play this game but it was very glitchy It didn't let me do anything I tried to tourn off my phone but it took forever aka like 30 soconds I tried multiple times but it did not work. Please try to fix that please.
1061,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 18, 2021","Ads pop up after every round, and if you want to use more than 2 animals... which you need to, to win... don't waste your time"
1062,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 23, 2021","When you say no to a ad it makes you watch a ad anyway for the item you don't want, it would be nice to control which body part the needle goes to"
1063,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 24, 2021",Every time that I tried fo play it would always say that Merge Animals isn't responding and I got so MAD I DELETED it and a ONE STAR RATE FROM MY SON WOW.
1064,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 20, 2021",I did not like it at first because you could only have two animals in one guy but now I like it better because I can have all of my animals in oun guy I love it but only 4 stars because not that good graphics and to much adds I know you wunt money but Jesus
1065,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 6, 2021",The game may seem fun you have to do the same thing over and over again and once you reach the maximum thing you don't even get the level up just stay there .
1066,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 9, 2021",Fun game. But at least cover the man's area and add more animals into the game.
1067,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 14, 2021","yeah, I clicked no thanks and that was obviously not an option, biased on the fact the click box is non existent on the I don't want an add button."
1068,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"December 3, 2021",This sucks because there's a lot of ads and its sooo annoying it looks fun but its actually so bad I'd recomend to you not to play it/:
1069,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 11, 2021","this so amazing when I play it very funny, I can build and make my own character to cross the finishing line."
1070,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 25, 2021",It's a good app but all these ads are too much and you always have to verify it's so boring
1071,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 29, 2021","This is bad it keeps puting ads every dam second, the game wont start just dont download this it is just a wast of space."
1072,Merge Animals 3D - Mutant race,https://play.google.com/store/apps/details?id=com.merge.animals,-''-,4.3,"109,502",Free,Action,https://play.google.com/store/apps/category/GAME_ACTION,"November 24, 2021","Game was very bad.like, it was one of those sucky simulator. Also got an ad when loading in, before doing things, after doing things, ads every where. I know a bout you VIP bullcrap, but I'm nine years old"
1073,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022","TOO MANY ADS. It spends more time showing long running video ads than allowing game play. As a game, it has potential, but because of the number of ads ( two 30 second ads, 4 other ads, plus ads at the bottom of the screen in first 3 minutes after install) I uninstalling immediately."
1074,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 31, 2021","Wow, if you like ads, this is your game. You'll get alot of them with this one!! Ads every 1 or 2 levels. What's not to like! Deleted after 7 levels. Unbearable. Developer could have a good future in marketing."
1075,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 29, 2021","This is a great game, because I love to shoot BUT, ad breaks should be every 5 or 15 instead of after 2. It makes it lack something. Plus, you're already advertising coupons at the bottom of the screen after each shot. Why so many ads?!!! Enjoy"
1076,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022",At least a 1/2 of this game ia advertising. Ads on each level and every 2 levels completed gets a full screen ad. You spend more time watching commercials than playing. I usually give a game an hour or more before I decide to delete it. This one didn't last 10 minutes.
1077,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022","Nope. Too easy, plays ads every 2-3 rounds, and can't play offline - makes you stay connected so ads will play. I understand they need to be able to make money, but that's a bit much."
1078,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021","Horrible! Classic example of a game advertised everywhere. To make up for the ad dollars, they use way TOO MANY ads in the game. For every ten seconds of play there's about thirty seconds of ads."
1079,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 31, 2021",I downloaded and played 2 screens and then was forced to sit through an ad that was longer than the total experience of the game. Terrible first impression!! Now I'm just going to uninstall.
1080,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 31, 2021",HORRIBLE. This game is about cops murdering (half the time unarmed) people that are no threat. And there's way too many ads. 30 seconds of ads for every 5 seconds of play time.
1081,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022","If you love three seconds of rudimentary game play, followed by thirty to forty seconds of the same mind-numbing ads, you've found the perfect game."
1082,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021","Cool game! Not sure what all the negative fuss is about. Works just fine on my tablet. Yeah, it would be nice to not have ads; but I have to remember that I did not pay for the game outright, so that is the price to pay. 🙂"
1083,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022","Kinda fun for a time waster, but there's an ad every 2 levels, and the levels take maybe 10 seconds to finish so it's basically just ads."
1084,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022","I should have know better. Gameplay is ok, but it's all ads. You get three plays then ads you can't skip. Uninstalling now."
1085,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 29, 2021",Game for a five year old. Then they put ads with busty chicks to try to keep you interested. And really. Ads after two rounds each time.
1086,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 29, 2021",Super awesome game.... If you like ads every few seconds and don't actually want to play the game. What a waste of time. Do not get this.
1087,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 31, 2021",This game has super fun potential but it is crippled by the insane amount of advertisements. Some of them up to 30 seconds long.
1088,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 6, 2022",Decently fun gameplay. A bit unnecessarily violent. Way too many ads. You will spend more time watching adds then playing levels.
1089,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 31, 2021",Got to Level 100 in about 10 minutes ... that's 10 minutes of my life I won't get back. The ads get more onerous quickly. Uninstalling.
1090,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022",Fairly simple game using angles to hit your target. I did not see any instructions as to how to play. Don't know if there are ways to make the game more difficult since no instructions.
1091,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022",Too many ads as usual. Play 2 levels and get a ad. The ads are double the time of playing the 2 levels. Don't recommend
1092,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022",Gets boring after 2 minutes playing because it's super easy. Also infested with Ads. Not really worth storage space. Uninstalled.
1093,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 31, 2021",Ad every 2 levels. Too many ads. Advertising for this game made it seem difficult but it is insanely easy to a point where its only boring.
1094,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022","Was pretty good for a bit, but the levels just keep repeating themselves. Quite boring."
1095,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021",If you want to watch ads this is what you need to install. I played 56 stages and it easy ..very easy just lots of ads
1096,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 31, 2021","Ads, ads, ads, ads might be fun if you didn't play 2 levels then ad."
1097,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022",Fun little game way tomany adds yall could at least make it an add every few levels and not every single one I've got about 1 minute of playtime and literally 10minutes in adds
1098,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 6, 2022","fun, but to many ads, play for 10 seconds, then a 30 second ad. arrrrrrr"
1099,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"December 30, 2021",More ads and pop-ups than content. You have to wait for 2 ads and a poput after every single level. Junk game.
1100,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022","Comical, but you're spending a lot more time looking at ads than playing. Deleted."
1101,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022",Ad heavy app! You will spend more time closing ads than playing the game. Not worth it.
1102,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022",This game is lame. It's so easy that it's boring and ads arrive every couple of plays.
1103,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022",Nice game. Quiet.. It does get a little challenging.. But too many damn commercials.
1104,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 2, 2022","Ads killed this game. Game looks fun, but so many ads it ruins the playability."
1105,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 4, 2022",Pure junk. There's a ton of ads after every play. Not worth my time.
1106,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 1, 2022",Every two times there's an ad. Takes too long to decide if it is worth it to buy.
1107,shoot'em all - shooting game,https://play.google.com/store/apps/details?id=com.ty.shoot,"Take down all the bad guys with your gun.
You have to aim with the gun you have and kill the bad guys. Be careful, the bullets will ricochet if they hit the wall.
If a bullet hits you, the game is over. Also, if you hit an innocent civilian woman, the game is over.
Kill all the bad guys with as few bullets as possible!
EU / California users can opt-out under GRPR / CCPA.
Please respond from the pop-up displayed when starting in the app or within the settings in the app.",3.6,"7,274",Free,Puzzle,https://play.google.com/store/apps/category/GAME_PUZZLE,"January 3, 2022","Too many ads. I don't blame you for putting in ads, but you got carried away!!!!!"
